board_state,next_move
"['player', 'ai', 'ai', 'player', 'player', 'ai', 'ai', '', 'player']",7
"['ai', 'player', 'player', '', 'player', 'ai', 'player', 'ai', 'ai']",7
"['player', '', 'ai', 'ai', 'player', 'player', 'ai', 'ai', 'player']",7
"['ai', 'ai', 'player', 'ai', 'player', '', 'player', 'player', 'ai']",7
"['ai', 'ai', 'player', 'ai', 'player', 'player', 'player', '', 'ai']",7
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['ai', '', 'player', 'ai', 'player', 'player', '', '', '']",6
"['', 'ai', 'ai', '', 'player', '', '', 'player', 'player']",6
"['', '', '', 'player', 'player', 'ai', 'player', '', 'ai']",6
"['player', 'player', '', '', 'player', '', 'ai', 'ai', '']",6
"['player', '', 'ai', 'player', 'player', 'ai', '', '', '']",6
"['', '', '', 'player', '', '', '', '', '']",1
"['', 'player', '', '', '', '', '', '', '']",1
"['', '', '', '', '', 'player', '', '', '']",1
"['', '', '', '', '', '', '', 'player', '']",1
"['', '', '', '', '', 'player', '', '', '']",1
"['', 'ai', 'ai', 'player', 'player', '', '', '', 'player']",0
"['', 'player', '', '', 'player', 'ai', 'player', '', 'ai']",0
"['player', '', '', '', 'player', 'player', 'ai', 'ai', '']",0
"['ai', '', 'player', 'ai', 'player', '', '', 'player', '']",0
"['ai', 'ai', '', '', 'player', 'player', 'player', '', '']",0
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['player', '', '', '', '', '', 'ai', '', '']",1
"['ai', '', 'player', '', '', '', '', '', '']",1
"['', '', 'ai', '', '', '', '', '', 'player']",1
"['', '', '', '', '', '', 'player', '', 'ai']",1
"['', '', 'player', '', '', '', '', '', 'ai']",1
"['', '', '', 'ai', 'player', '', 'player', '', '']",2
"['player', 'ai', '', '', 'player', '', '', '', '']",2
"['', '', 'player', '', 'player', 'ai', '', '', '']",2
"['', '', '', '', 'player', '', '', 'ai', 'player']",2
"['', '', '', '', 'player', 'ai', '', '', 'player']",2
"['', '', '', 'player', 'ai', 'player', 'ai', '', '']",2
"['ai', 'player', '', '', 'ai', '', '', 'player', '']",2
"['', '', 'ai', 'player', 'ai', 'player', '', '', '']",2
"['', 'player', '', '', 'ai', '', '', 'player', 'ai']",2
"['', '', '', 'player', 'ai', 'player', '', '', 'ai']",2
"['player', '', '', 'ai', 'ai', '', 'player', 'player', 'ai']",5
"['player', 'ai', 'player', 'player', 'ai', '', 'ai', '', '']",5
"['ai', 'player', 'player', '', 'ai', 'ai', '', '', 'player']",5
"['', '', 'ai', '', 'ai', 'player', 'player', 'ai', 'player']",5
"['', '', 'player', '', 'ai', 'ai', 'ai', 'player', 'player']",5
"['', 'player', '', '', 'ai', '', 'player', '', '']",7
"['player', '', '', '', 'ai', 'player', '', '', '']",7
"['', '', 'player', '', 'ai', '', '', 'player', '']",7
"['', '', '', 'player', 'ai', '', '', '', 'player']",7
"['', 'player', '', '', 'ai', '', '', '', 'player']",7
"['', 'ai', 'ai', '', 'player', 'player', 'ai', 'player', '']",0
"['ai', '', '', 'player', 'player', 'ai', '', 'player', 'ai']",0
"['', 'player', 'ai', 'player', 'player', '', 'ai', 'ai', '']",0
"['ai', 'player', '', 'ai', 'player', 'player', '', '', 'ai']",0
"['ai', 'ai', '', 'player', 'player', '', '', 'player', 'ai']",0
"['', 'ai', '', '', '', '', '', 'player', '']",8
"['', '', '', 'player', '', 'ai', '', '', '']",8
"['', 'player', '', '', '', '', '', 'ai', '']",8
"['', '', '', 'ai', '', 'player', '', '', '']",8
"['', 'ai', '', '', '', '', '', 'player', '']",8
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', 'ai', '', '', '', 'player', '', '']",0
"['player', '', '', '', '', '', '', '', 'ai']",0
"['', '', 'player', '', '', '', 'ai', '', '']",0
"['ai', '', '', '', '', '', '', '', 'player']",0
"['ai', '', '', '', '', '', '', '', 'player']",0
"['', '', '', '', 'player', 'player', '', 'ai', '']",3
"['', '', '', 'ai', 'player', '', '', 'player', '']",3
"['', 'ai', '', 'player', 'player', '', '', '', '']",3
"['', 'player', '', '', 'player', 'ai', '', '', '']",3
"['', '', '', 'player', 'player', '', '', 'ai', '']",3
"['', '', 'player', '', 'ai', '', 'ai', 'player', '']",8
"['ai', '', '', 'player', 'ai', '', '', '', 'player']",8
"['', 'player', 'ai', '', 'ai', '', 'player', '', '']",8
"['player', '', '', '', 'ai', 'player', '', '', 'ai']",8
"['player', '', '', '', 'ai', '', '', 'player', 'ai']",8
"['ai', 'player', 'ai', '', '', 'player', 'player', 'ai', 'player']",4
"['player', '', 'ai', 'ai', '', 'player', 'player', 'player', 'ai']",4
"['player', 'ai', 'player', 'player', '', '', 'ai', 'player', 'ai']",4
"['ai', 'player', 'player', 'player', '', 'ai', 'ai', '', 'player']",4
"['ai', 'player', 'ai', 'player', '', '', 'player', 'ai', 'player']",4
"['', 'player', '', 'player', 'ai', 'ai', '', '', 'player']",7
"['', 'player', '', '', 'ai', 'player', 'player', 'ai', '']",7
"['player', '', '', 'ai', 'ai', 'player', '', 'player', '']",7
"['', 'ai', 'player', 'player', 'ai', '', '', 'player', '']",7
"['', 'player', '', 'ai', 'ai', 'player', 'player', '', '']",7
"['', 'player', '', '', 'ai', '', '', 'player', '']",2
"['', '', '', 'player', 'ai', 'player', '', '', '']",2
"['', 'player', '', '', 'ai', '', '', 'player', '']",2
"['', '', '', 'player', 'ai', 'player', '', '', '']",2
"['', 'player', '', '', 'ai', '', '', 'player', '']",2
"['', '', '', '', '', '', '', '', '']",6
"['', '', '', '', '', '', '', '', '']",6
"['', '', '', '', '', '', '', '', '']",6
"['', '', '', '', '', '', '', '', '']",6
"['', '', '', '', '', '', '', '', '']",6
"['player', '', '', 'ai', 'player', '', '', 'ai', '']",8
"['', 'ai', 'player', 'ai', 'player', '', '', '', '']",8
"['', 'ai', '', '', 'player', 'ai', '', '', 'player']",8
"['', '', '', '', 'player', 'ai', 'player', 'ai', '']",8
"['', '', 'player', '', 'player', 'ai', '', 'ai', '']",8
"['player', '', 'ai', '', '', '', 'player', 'player', 'ai']",5
"['player', '', 'player', 'player', '', '', 'ai', '', 'ai']",5
"['ai', 'player', 'player', '', '', '', 'ai', '', 'player']",5
"['ai', '', 'ai', '', '', 'player', 'player', '', 'player']",5
"['ai', '', 'player', '', '', '', 'ai', 'player', 'player']",5
"['', '', '', '', '', 'ai', 'player', '', '']",1
"['player', '', '', '', '', '', '', 'ai', '']",1
"['', '', 'player', 'ai', '', '', '', '', '']",1
"['', 'ai', '', '', '', '', '', '', 'player']",1
"['', '', '', 'ai', '', '', '', '', 'player']",1
"['ai', 'player', 'ai', '', '', 'ai', 'player', 'player', 'player']",3
"['player', '', 'ai', 'player', '', 'player', 'player', 'ai', 'ai']",3
"['player', 'player', 'player', 'ai', '', '', 'ai', 'player', 'ai']",3
"['ai', 'ai', 'player', 'player', '', 'player', 'ai', '', 'player']",3
"['ai', 'player', 'ai', 'ai', '', '', 'player', 'player', 'player']",3
"['', '', '', '', '', '', '', 'player', '']",4
"['', '', '', 'player', '', '', '', '', '']",4
"['', 'player', '', '', '', '', '', '', '']",4
"['', '', '', '', '', 'player', '', '', '']",4
"['', '', '', '', '', '', '', 'player', '']",4
"['', 'ai', 'ai', '', 'player', 'player', '', 'player', '']",0
"['', '', '', 'player', 'player', 'ai', '', 'player', 'ai']",0
"['', 'player', '', 'player', 'player', '', 'ai', 'ai', '']",0
"['ai', 'player', '', 'ai', 'player', 'player', '', '', '']",0
"['ai', 'ai', '', 'player', 'player', '', '', 'player', '']",0
"['player', 'player', 'ai', '', '', '', '', 'ai', '']",8
"['', '', 'player', 'ai', '', 'player', '', '', 'ai']",8
"['', 'ai', '', '', '', '', 'ai', 'player', 'player']",8
"['ai', '', '', 'player', '', 'ai', 'player', '', '']",8
"['ai', 'player', 'player', '', '', '', '', 'ai', '']",8
"['ai', 'ai', '', 'ai', '', 'player', '', 'player', 'player']",2
"['', 'ai', 'ai', 'player', '', 'ai', 'player', 'player', '']",2
"['player', 'player', '', 'player', '', 'ai', '', 'ai', 'ai']",2
"['', 'player', 'player', 'ai', '', 'player', 'ai', 'ai', '']",2
"['', 'ai', 'ai', 'player', '', 'ai', 'player', 'player', '']",2
"['player', 'player', '', 'ai', '', 'ai', 'player', 'player', 'ai']",2
"['player', 'ai', 'player', 'player', '', 'player', 'ai', 'ai', '']",2
"['ai', 'player', 'player', 'ai', '', 'ai', '', 'player', 'player']",2
"['', 'ai', 'ai', 'player', '', 'player', 'player', 'ai', 'player']",2
"['', 'player', 'player', 'ai', '', 'ai', 'ai', 'player', 'player']",2
"['player', 'player', 'player', '', 'ai', '', 'player', 'ai', 'ai']",3
"['player', '', 'player', 'ai', 'ai', 'player', 'ai', '', 'player']",3
"['ai', 'ai', 'player', '', 'ai', '', 'player', 'player', 'player']",3
"['player', '', 'ai', 'player', 'ai', 'ai', 'player', '', 'player']",3
"['player', 'player', 'player', '', 'ai', '', 'ai', 'ai', 'player']",3
"['', '', '', '', '', 'player', '', '', '']",3
"['', '', '', '', '', '', '', 'player', '']",3
"['', '', '', 'player', '', '', '', '', '']",3
"['', 'player', '', '', '', '', '', '', '']",3
"['', '', '', 'player', '', '', '', '', '']",3
"['ai', 'player', '', 'player', '', 'ai', 'player', 'player', 'ai']",2
"['player', 'player', 'ai', 'player', '', 'player', 'ai', 'ai', '']",2
"['ai', 'player', 'player', 'ai', '', 'player', '', 'player', 'ai']",2
"['', 'ai', 'ai', 'player', '', 'player', 'ai', 'player', 'player']",2
"['', 'player', 'ai', 'ai', '', 'player', 'ai', 'player', 'player']",2
"['', '', '', '', '', '', '', '', '']",4
"['', '', '', '', '', '', '', '', '']",4
"['', '', '', '', '', '', '', '', '']",4
"['', '', '', '', '', '', '', '', '']",4
"['', '', '', '', '', '', '', '', '']",4
"['', '', '', '', '', '', '', '', '']",1
"['', '', '', '', '', '', '', '', '']",1
"['', '', '', '', '', '', '', '', '']",1
"['', '', '', '', '', '', '', '', '']",1
"['', '', '', '', '', '', '', '', '']",1
"['', '', '', '', 'player', '', '', '', '']",8
"['', '', '', '', 'player', '', '', '', '']",8
"['', '', '', '', 'player', '', '', '', '']",8
"['', '', '', '', 'player', '', '', '', '']",8
"['', '', '', '', 'player', '', '', '', '']",8
"['', '', '', '', '', '', '', '', '']",3
"['', '', '', '', '', '', '', '', '']",3
"['', '', '', '', '', '', '', '', '']",3
"['', '', '', '', '', '', '', '', '']",3
"['', '', '', '', '', '', '', '', '']",3
"['', '', '', '', '', '', '', '', '']",7
"['', '', '', '', '', '', '', '', '']",7
"['', '', '', '', '', '', '', '', '']",7
"['', '', '', '', '', '', '', '', '']",7
"['', '', '', '', '', '', '', '', '']",7
"['ai', '', 'ai', '', 'player', 'player', '', '', '']",1
"['', '', 'ai', '', 'player', '', '', 'player', 'ai']",1
"['', '', '', 'player', 'player', '', 'ai', '', 'ai']",1
"['ai', 'player', '', '', 'player', '', 'ai', '', '']",1
"['ai', '', 'ai', 'player', 'player', '', '', '', '']",1
"['', '', '', '', '', 'player', 'ai', 'player', 'ai']",4
"['ai', '', '', 'player', '', '', 'ai', 'player', '']",4
"['ai', 'player', 'ai', 'player', '', '', '', '', '']",4
"['', 'player', 'ai', '', '', 'player', '', '', 'ai']",4
"['', '', '', 'player', '', '', 'ai', 'player', 'ai']",4
"['player', 'player', '', '', 'ai', 'player', 'ai', '', '']",2
"['ai', '', 'player', '', 'ai', 'player', '', 'player', '']",2
"['', '', 'ai', 'player', 'ai', '', '', 'player', 'player']",2
"['', 'player', '', 'player', 'ai', '', 'player', '', 'ai']",2
"['', 'player', 'player', 'player', 'ai', '', '', '', 'ai']",2
"['ai', '', '', 'ai', 'player', 'player', 'player', '', '']",2
"['player', 'ai', 'ai', '', 'player', '', '', 'player', '']",2
"['', '', 'player', 'player', 'player', 'ai', '', '', 'ai']",2
"['', 'player', '', '', 'player', '', 'ai', 'ai', 'player']",2
"['', '', 'ai', 'player', 'player', 'ai', '', '', 'player']",2
"['', '', '', 'ai', 'player', 'player', '', '', '']",6
"['', 'ai', '', '', 'player', '', '', 'player', '']",6
"['', '', '', 'player', 'player', 'ai', '', '', '']",6
"['', 'player', '', '', 'player', '', '', 'ai', '']",6
"['', '', '', 'player', 'player', 'ai', '', '', '']",6
"['ai', '', 'ai', 'player', 'player', 'player', 'player', '', 'ai']",1
"['player', 'player', 'ai', '', 'player', '', 'ai', 'player', 'ai']",1
"['ai', '', 'player', 'player', 'player', 'player', 'ai', '', 'ai']",1
"['ai', 'player', 'ai', '', 'player', '', 'ai', 'player', 'player']",1
"['ai', '', 'ai', 'player', 'player', 'player', 'ai', '', 'player']",1
"['', '', '', '', 'ai', 'ai', 'player', '', 'player']",3
"['player', '', '', '', 'ai', '', 'player', 'ai', '']",3
"['player', '', 'player', 'ai', 'ai', '', '', '', '']",3
"['', 'ai', 'player', '', 'ai', '', '', '', 'player']",3
"['', '', '', 'ai', 'ai', '', 'player', '', 'player']",3
"['player', 'ai', '', '', '', '', '', '', '']",6
"['', '', 'player', '', '', 'ai', '', '', '']",6
"['', '', '', '', '', '', '', 'ai', 'player']",6
"['', '', '', 'ai', '', '', 'player', '', '']",6
"['', 'ai', 'player', '', '', '', '', '', '']",6
"['player', 'player', '', '', '', '', '', '', 'ai']",2
"['', '', 'player', '', '', 'player', 'ai', '', '']",2
"['ai', '', '', '', '', '', '', 'player', 'player']",2
"['', '', 'ai', 'player', '', '', 'player', '', '']",2
"['', 'player', 'player', '', '', '', 'ai', '', '']",2
"['', 'player', 'ai', '', 'player', 'player', 'ai', 'player', 'ai']",0
"['ai', '', '', 'player', 'player', 'player', 'ai', 'player', 'ai']",0
"['ai', 'player', 'ai', 'player', 'player', '', 'ai', 'player', '']",0
"['ai', 'player', 'ai', 'player', 'player', 'player', '', '', 'ai']",0
"['ai', 'player', '', 'player', 'player', '', 'ai', 'player', 'ai']",0
"['ai', 'player', '', '', '', '', '', 'player', '']",4
"['', '', 'ai', 'player', '', 'player', '', '', '']",4
"['', 'player', '', '', '', '', '', 'player', 'ai']",4
"['', '', '', 'player', '', 'player', 'ai', '', '']",4
"['', 'player', 'ai', '', '', '', '', 'player', '']",4
"['ai', 'player', 'player', 'ai', 'player', '', '', 'ai', 'player']",6
"['', 'ai', 'ai', 'ai', 'player', 'player', 'player', '', 'player']",6
"['player', 'ai', '', '', 'player', 'ai', 'player', 'player', 'ai']",6
"['player', '', 'player', 'player', 'player', 'ai', 'ai', 'ai', '']",6
"['player', 'player', 'ai', '', 'player', 'ai', 'player', 'ai', '']",6
"['ai', '', 'player', 'player', 'ai', 'ai', 'player', 'player', 'ai']",1
"['player', 'player', 'ai', 'player', 'ai', '', 'ai', 'ai', 'player']",1
"['ai', 'player', 'player', 'ai', 'ai', 'player', 'player', '', 'ai']",1
"['player', 'ai', 'ai', '', 'ai', 'player', 'ai', 'player', 'player']",1
"['player', '', 'ai', 'ai', 'ai', 'player', 'ai', 'player', 'player']",1
"['', '', '', '', '', '', '', '', '']",5
"['', '', '', '', '', '', '', '', '']",5
"['', '', '', '', '', '', '', '', '']",5
"['', '', '', '', '', '', '', '', '']",5
"['', '', '', '', '', '', '', '', '']",5
"['ai', 'player', '', 'ai', 'player', 'ai', 'player', 'player', 'ai']",2
"['player', 'ai', 'ai', 'player', 'player', 'player', 'ai', 'ai', '']",2
"['ai', 'player', 'player', 'ai', 'player', 'ai', '', 'player', 'ai']",2
"['', 'ai', 'ai', 'player', 'player', 'player', 'ai', 'ai', 'player']",2
"['', 'player', 'ai', 'ai', 'player', 'ai', 'ai', 'player', 'player']",2
"['player', 'player', '', 'ai', 'ai', 'ai', 'ai', 'player', 'player']",2
"['ai', 'ai', 'player', 'player', 'ai', 'player', 'player', 'ai', '']",2
"['player', 'player', 'ai', 'ai', 'ai', 'ai', '', 'player', 'player']",2
"['', 'ai', 'player', 'player', 'ai', 'player', 'player', 'ai', 'ai']",2
"['', 'player', 'player', 'ai', 'ai', 'ai', 'player', 'player', 'ai']",2
"['', '', '', '', '', '', '', '', '']",8
"['', '', '', '', '', '', '', '', '']",8
"['', '', '', '', '', '', '', '', '']",8
"['', '', '', '', '', '', '', '', '']",8
"['', '', '', '', '', '', '', '', '']",8
"['', 'player', 'ai', '', 'player', 'player', 'ai', 'player', 'ai']",0
"['ai', '', '', 'player', 'player', 'player', 'ai', 'player', 'ai']",0
"['ai', 'player', 'ai', 'player', 'player', '', 'ai', 'player', '']",0
"['ai', 'player', 'ai', 'player', 'player', 'player', '', '', 'ai']",0
"['ai', 'player', '', 'player', 'player', '', 'ai', 'player', 'ai']",0
"['', '', '', '', '', '', '', '', '']",1
"['', '', '', '', '', '', '', '', '']",1
"['', '', '', '', '', '', '', '', '']",1
"['', '', '', '', '', '', '', '', '']",1
"['', '', '', '', '', '', '', '', '']",1
"['player', '', 'player', 'ai', '', 'player', '', 'ai', 'ai']",6
"['', 'ai', 'player', 'ai', '', '', 'ai', 'player', 'player']",6
"['ai', 'ai', '', 'player', '', 'ai', 'player', '', 'player']",6
"['player', 'player', 'ai', '', '', 'ai', 'player', 'ai', '']",6
"['player', '', 'player', 'player', '', 'ai', 'ai', 'ai', '']",6
"['ai', 'ai', 'player', '', '', 'player', 'player', 'player', 'ai']",4
"['player', '', 'ai', 'player', '', 'ai', 'ai', 'player', 'player']",4
"['ai', 'player', 'player', 'player', '', '', 'player', 'ai', 'ai']",4
"['player', 'player', 'ai', 'ai', '', 'player', 'ai', '', 'player']",4
"['player', 'ai', 'ai', 'player', '', '', 'ai', 'player', 'player']",4
"['', 'ai', 'player', '', 'player', '', '', '', 'ai']",6
"['', '', '', '', 'player', 'ai', 'ai', '', 'player']",6
"['ai', '', '', '', 'player', '', 'player', 'ai', '']",6
"['player', '', 'ai', 'ai', 'player', '', '', '', '']",6
"['player', 'ai', '', '', 'player', '', 'ai', '', '']",6
"['ai', 'player', 'player', 'ai', 'ai', '', 'ai', 'player', 'player']",5
"['ai', 'ai', 'ai', 'player', 'ai', 'player', 'player', '', 'player']",5
"['player', 'player', 'ai', '', 'ai', 'ai', 'player', 'player', 'ai']",5
"['player', '', 'player', 'player', 'ai', 'player', 'ai', 'ai', 'ai']",5
"['player', 'player', 'ai', '', 'ai', 'ai', 'player', 'player', 'ai']",5
"['', '', '', 'player', '', '', '', '', '']",8
"['', 'player', '', '', '', '', '', '', '']",8
"['', '', '', '', '', 'player', '', '', '']",8
"['', '', '', '', '', '', '', 'player', '']",8
"['', '', '', '', '', 'player', '', '', '']",8
"['player', 'ai', 'ai', 'ai', 'player', 'player', '', 'player', 'ai']",6
"['', 'ai', 'player', 'player', 'player', 'ai', 'ai', 'player', 'ai']",6
"['ai', 'player', '', 'player', 'player', 'ai', 'ai', 'ai', 'player']",6
"['ai', 'player', 'ai', 'ai', 'player', 'player', 'player', 'ai', '']",6
"['ai', 'ai', 'player', 'player', 'player', 'ai', 'ai', 'player', '']",6
"['', '', '', 'player', '', '', '', '', 'ai']",6
"['', 'player', '', '', '', '', 'ai', '', '']",6
"['ai', '', '', '', '', 'player', '', '', '']",6
"['', '', 'ai', '', '', '', '', 'player', '']",6
"['', '', '', '', '', 'player', 'ai', '', '']",6
"['', 'player', 'player', 'player', '', '', '', 'ai', 'ai']",6
"['', 'player', '', 'ai', '', 'player', 'ai', '', 'player']",6
"['ai', 'ai', '', '', '', 'player', 'player', 'player', '']",6
"['player', '', 'ai', 'player', '', 'ai', '', 'player', '']",6
"['player', 'player', '', '', '', 'player', 'ai', 'ai', '']",6
"['', '', 'player', '', '', '', '', '', '']",4
"['', '', '', '', '', '', '', '', 'player']",4
"['', '', '', '', '', '', 'player', '', '']",4
"['player', '', '', '', '', '', '', '', '']",4
"['player', '', '', '', '', '', '', '', '']",4
"['', '', '', '', '', '', '', '', '']",7
"['', '', '', '', '', '', '', '', '']",7
"['', '', '', '', '', '', '', '', '']",7
"['', '', '', '', '', '', '', '', '']",7
"['', '', '', '', '', '', '', '', '']",7
"['ai', 'player', '', '', 'player', 'ai', 'ai', 'player', '']",3
"['ai', '', 'ai', 'player', 'player', 'player', '', 'ai', '']",3
"['', 'player', 'ai', 'ai', 'player', '', '', 'player', 'ai']",3
"['', 'ai', '', 'player', 'player', 'player', 'ai', '', 'ai']",3
"['', 'player', 'ai', 'ai', 'player', '', '', 'player', 'ai']",3
"['', '', '', '', '', '', '', '', '']",0
"['', '', '', '', '', '', '', '', '']",0
"['', '', '', '', '', '', '', '', '']",0
"['', '', '', '', '', '', '', '', '']",0
"['', '', '', '', '', '', '', '', '']",0
"['', '', '', 'player', 'player', 'player', 'ai', 'ai', '']",8
"['ai', 'player', '', 'ai', 'player', '', '', 'player', '']",8
"['', 'ai', 'ai', 'player', 'player', 'player', '', '', '']",8
"['', 'player', '', '', 'player', 'ai', '', 'player', 'ai']",8
"['', '', '', 'player', 'player', 'player', '', 'ai', 'ai']",8
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', '', '', '', '', '', '', '', '']",2
"['', 'ai', 'ai', 'player', 'ai', '', 'player', 'player', 'player']",0
"['player', 'player', '', 'player', 'ai', 'ai', 'player', '', 'ai']",0
"['player', 'player', 'player', '', 'ai', 'player', 'ai', 'ai', '']",0
"['ai', '', 'player', 'ai', 'ai', 'player', '', 'player', 'player']",0
"['ai', 'ai', '', '', 'ai', 'player', 'player', 'player', 'player']",0
"['player', '', 'ai', 'player', 'ai', 'ai', 'player', 'ai', 'player']",1
"['player', 'player', 'player', 'ai', 'ai', '', 'player', 'ai', 'ai']",1
"['player', 'ai', 'player', 'ai', 'ai', 'player', 'ai', '', 'player']",1
"['ai', 'ai', 'player', '', 'ai', 'ai', 'player', 'player', 'player']",1
"['ai', '', 'player', 'ai', 'ai', 'player', 'player', 'ai', 'player']",1
"['', '', '', '', '', '', '', '', '']",1
"['', '', '', '', '', '', '', '', '']",1
"['', '', '', '', '', '', '', '', '']",1
"['', '', '', '', '', '', '', '', '']",1
"['', '', '', '', '', '', '', '', '']",1
"['', '', 'player', 'ai', 'ai', 'ai', 'player', '', 'player']",0
"['player', 'ai', '', '', 'ai', '', 'player', 'ai', 'player']",0
"['player', '', 'player', 'ai', 'ai', 'ai', 'player', '', '']",0
"['player', 'ai', 'player', '', 'ai', '', '', 'ai', 'player']",0
"['player', '', '', 'ai', 'ai', 'ai', 'player', '', 'player']",0
"['', 'ai', 'ai', 'ai', 'player', 'player', 'player', 'ai', 'player']",0
"['player', 'ai', '', 'ai', 'player', 'ai', 'player', 'player', 'ai']",0
"['player', 'ai', 'player', 'player', 'player', 'ai', 'ai', 'ai', '']",0
"['ai', 'player', 'player', 'ai', 'player', 'ai', '', 'ai', 'player']",0
"['ai', 'ai', '', 'player', 'player', 'ai', 'player', 'ai', 'player']",0
"['', '', 'ai', '', 'ai', '', 'player', '', 'player']",7
"['player', '', '', '', 'ai', '', 'player', '', 'ai']",7
"['player', '', 'player', '', 'ai', '', 'ai', '', '']",7
"['ai', '', 'player', '', 'ai', '', '', '', 'player']",7
"['ai', '', '', '', 'ai', '', 'player', '', 'player']",7
"['ai', 'ai', 'player', 'player', 'player', '', 'ai', 'ai', 'player']",5
"['ai', 'player', 'ai', 'ai', 'player', 'ai', 'player', '', 'player']",5
"['player', 'ai', 'ai', '', 'player', 'player', 'player', 'ai', 'ai']",5
"['player', '', 'player', 'ai', 'player', 'ai', 'ai', 'player', 'ai']",5
"['player', 'ai', 'ai', '', 'player', 'player', 'player', 'ai', 'ai']",5
"['player', 'player', 'player', 'ai', 'player', 'ai', '', 'ai', '']",6
"['', 'ai', 'player', 'ai', 'player', 'player', '', 'ai', 'player']",6
"['', 'ai', '', 'ai', 'player', 'ai', 'player', 'player', 'player']",6
"['player', 'ai', '', 'player', 'player', 'ai', 'player', 'ai', '']",6
"['player', 'player', 'player', 'ai', 'player', 'ai', '', 'ai', '']",6
"['player', 'ai', 'ai', '', '', '', '', 'player', 'player']",4
"['', '', 'player', 'player', '', 'ai', 'player', '', 'ai']",4
"['player', 'player', '', '', '', '', 'ai', 'ai', 'player']",4
"['ai', '', 'player', 'ai', '', 'player', 'player', '', '']",4
"['ai', 'ai', 'player', '', '', '', 'player', 'player', '']",4
"['ai', 'player', 'player', '', '', 'ai', '', '', '']",3
"['', '', 'ai', '', '', 'player', '', 'ai', 'player']",3
"['', '', '', 'ai', '', '', 'player', 'player', 'ai']",3
"['player', 'ai', '', 'player', '', '', 'ai', '', '']",3
"['player', 'player', 'ai', 'ai', '', '', '', '', '']",3
"['', 'player', '', '', 'player', '', '', 'ai', 'ai']",6
"['', '', '', 'ai', 'player', 'player', 'ai', '', '']",6
"['ai', 'ai', '', '', 'player', '', '', 'player', '']",6
"['', '', 'ai', 'player', 'player', 'ai', '', '', '']",6
"['', 'player', '', '', 'player', '', 'ai', 'ai', '']",6
"['', 'player', 'player', 'ai', 'player', 'ai', 'ai', 'player', 'ai']",0
"['ai', 'ai', '', 'player', 'player', 'player', 'ai', 'ai', 'player']",0
"['ai', 'player', 'ai', 'ai', 'player', 'ai', 'player', 'player', '']",0
"['player', 'ai', 'ai', 'player', 'player', 'player', '', 'ai', 'ai']",0
"['player', 'player', '', 'ai', 'player', 'ai', 'ai', 'player', 'ai']",0
"['', 'player', 'ai', '', '', '', '', '', 'player']",4
"['', '', '', '', '', 'player', 'player', '', 'ai']",4
"['player', '', '', '', '', '', 'ai', 'player', '']",4
"['ai', '', 'player', 'player', '', '', '', '', '']",4
"['ai', 'player', '', '', '', '', 'player', '', '']",4
"['', 'ai', 'player', '', '', 'player', '', 'ai', '']",4
"['', '', '', 'ai', '', 'ai', '', 'player', 'player']",4
"['', 'ai', '', 'player', '', '', 'player', 'ai', '']",4
"['player', 'player', '', 'ai', '', 'ai', '', '', '']",4
"['player', 'ai', '', 'player', '', '', '', 'ai', '']",4
"['', '', '', '', '', '', '', '', '']",7
"['', '', '', '', '', '', '', '', '']",7
"['', '', '', '', '', '', '', '', '']",7
"['', '', '', '', '', '', '', '', '']",7
"['', '', '', '', '', '', '', '', '']",7
"['', '', 'player', 'player', '', '', 'ai', 'ai', 'player']",5
"['ai', 'player', '', 'ai', '', '', 'player', '', 'player']",5
"['player', 'ai', 'ai', '', '', 'player', 'player', '', '']",5
"['player', '', 'player', '', '', 'ai', '', 'player', 'ai']",5
"['player', '', '', '', '', 'player', 'player', 'ai', 'ai']",5
"['', 'ai', 'ai', '', 'player', '', '', 'player', '']",0
"['', '', '', 'player', 'player', 'ai', '', '', 'ai']",0
"['', 'player', '', '', 'player', '', 'ai', 'ai', '']",0
"['ai', '', '', 'ai', 'player', 'player', '', '', '']",0
"['ai', 'ai', '', '', 'player', '', '', 'player', '']",0
"['ai', '', '', '', '', '', '', 'player', '']",3
"['', '', 'ai', 'player', '', '', '', '', '']",3
"['', 'player', '', '', '', '', '', '', 'ai']",3
"['', '', '', '', '', 'player', 'ai', '', '']",3
